Scenario - 
Logfile written - 06/22/2013 13:14:11

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
evnka101_1passive	354	Sound	standard	4182897	0	1			0		other	0
evnka101_1passive	355	Sound	standard	4194717	0	1			0		other	0
evnka101_1passive	356	Sound	deviant	4206086	0	2			0		other	0
evnka101_1passive	357	Sound	standard	4217606	0	2			0		other	0
evnka101_1passive	358	Sound	standard	4230336	0	1			0		other	0
evnka101_1passive	359	Sound	standard	4243055	0	2			0		other	0
evnka101_1passive	360	Sound	standard	4255175	0	2			0		other	0
evnka101_1passive	361	Sound	standard	4266145	0	2			0		other	0
evnka101_1passive	362	Sound	standard	4277635	0	1			0		other	0
evnka101_1passive	363	Sound	standard	4289124	0	1			0		other	0
evnka101_1passive	364	Sound	standard	4301233	0	2			0		other	0
evnka101_1passive	365	Sound	deviant	4313193	0	1			0		other	0
evnka101_1passive	366	Sound	standard	4325902	0	1			0		other	0
evnka101_1passive	367	Sound	standard	4338532	0	2			0		other	0
evnka101_1passive	368	Sound	standard	4349442	0	1			0		other	0
evnka101_1passive	369	Sound	standard	4361751	0	2			0		other	0
evnka101_1passive	370	Sound	standard	4372531	0	1			0		other	0
evnka101_1passive	371	Sound	deviant	4384580	0	2			0		other	0
evnka101_1passive	372	Sound	standard	4396291	0	1			0		other	0
evnka101_1passive	373	Sound	standard	4408280	0	2			0		other	0
evnka101_1passive	374	Sound	standard	4420450	0	2			0		other	0
evnka101_1passive	375	Sound	standard	4433160	0	2			0		other	0
evnka101_1passive	376	Sound	standard	4445580	0	2			0		other	0
evnka101_1passive	377	Sound	standard	4457020	0	1			0		other	0
evnka101_1passive	378	Sound	standard	4469320	0	2			0		other	0
evnka101_1passive	379	Sound	standard	4480600	0	2			0		other	0
evnka101_1passive	380	Sound	standard	4492580	0	1			0		other	0
evnka101_1passive	381	Sound	standard	4504789	0	1			0		other	0
evnka101_1passive	382	Sound	standard	4516629	0	1			0		other	0
evnka101_1passive	383	Sound	deviant	4528708	0	2			0		other	0
evnka101_1passive	384	Sound	standard	4541368	0	1			0		other	0
evnka101_1passive	385	Sound	standard	4553487	0	2			0		other	0
evnka101_1passive	386	Sound	standard	4565807	0	1			0		other	0
evnka101_1passive	387	Sound	standard	4577207	0	1			0		other	0
evnka101_1passive	388	Sound	standard	4589867	0	2			0		other	0
evnka101_1passive	389	Sound	standard	4601637	0	1			0		other	0
evnka101_1passive	390	Sound	deviant	4613457	0	1			0		other	0
evnka101_1passive	391	Sound	standard	4625546	0	1			0		other	0
evnka101_1passive	392	Sound	standard	4637816	0	2			0		other	0
evnka101_1passive	393	Sound	standard	4650546	0	2			0		other	0
evnka101_1passive	394	Sound	standard	4663086	0	2			0		other	0
evnka101_1passive	395	Sound	standard	4675756	0	2			0		other	0
evnka101_1passive	396	Sound	standard	4687826	0	2			0		other	0
evnka101_1passive	397	Sound	standard	4700026	0	2			0		other	0
evnka101_1passive	398	Sound	standard	4711216	0	1			0		other	0
evnka101_1passive	399	Sound	deviant	4723076	0	1			0		other	0
evnka101_1passive	400	Sound	standard	4735755	0	1			0		other	0
evnka101_1passive	401	Sound	standard	4747225	0	2			0		other	0
evnka101_1passive	402	Sound	standard	4758255	0	1			0		other	0
evnka101_1passive	403	Sound	standard	4770115	0	2			0		other	0
evnka101_1passive	404	Sound	standard	4782235	0	2			0		other	0
evnka101_1passive	405	Sound	standard	4794966	0	1			0		other	0
evnka101_1passive	406	Sound	standard	4807075	0	1			0		other	0
evnka101_1passive	407	Sound	standard	4819455	0	2			0		other	0
evnka101_1passive	408	Sound	standard	4830805	0	1			0		other	0
evnka101_1passive	409	Sound	standard	4841814	0	2			0		other	0
evnka101_1passive	410	Sound	standard	4854194	0	2			0		other	0
evnka101_1passive	411	Sound	standard	4865894	0	2			0		other	0
evnka101_1passive	412	Sound	deviant	4877454	0	1			0		other	0
evnka101_1passive	413	Sound	standard	4888753	0	2			0		other	0
evnka101_1passive	414	Sound	standard	4900183	0	1			0		other	0
evnka101_1passive	415	Sound	standard	4911992	0	2			0		other	0
evnka101_1passive	416	Sound	standard	4923352	0	2			0		other	0
evnka101_1passive	417	Sound	standard	4935682	0	2			0		other	0
evnka101_1passive	418	Sound	standard	4946832	0	1			0		other	0
evnka101_1passive	419	Sound	standard	4959411	0	2			0		other	0
evnka101_1passive	420	Sound	standard	4971532	0	1			0		other	0
